,11,8,SODA DI MARCO SRL -M11-,1343052,1,8,SP PLASTICOS S.R.L.,SODA DI MARCO SRL -M11-,2020-11-14,2020-11-16,
,4015,11,R.F. TRANSPORTE S.A.,4116894,11,8,R.F. TRANSPORTE S.A.,MIATELLO MARCELO GABRIEL,2020-11-17,2020-11-18,
,4015,11,R.F. TRANSPORTE S.A.,4116996,11,8,R.F. TRANSPORTE S.A.,IGNITRUCKS S.A.,2020-11-19,2020-11-21,
,4015,11,R.F. TRANSPORTE S.A.,4116997,11,8,R.F. TRANSPORTE S.A.,NASCA ANDRES ANTONIO,2020-11-19,2020-11-20,
,4015,11,R.F. TRANSPORTE S.A.,4116999,11,8,R.F. TRANSPORTE S.A.,MANSILLA GUSTAVO ADOLFO,2020-11-19,2020-11-20,
,4015,11,R.F. TRANSPORTE S.A.,4117001,11,8,R.F. TRANSPORTE S.A.,WITRALEN S.A.,2020-11-19,2020-11-21,
,4015,11,R.F. TRANSPORTE S.A.,4117002,11,8,R.F. TRANSPORTE S.A.,MIATELLO MARCELO GABRIEL,2020-11-19,2020-11-21,
,4015,11,R.F. TRANSPORTE S.A.,4117003,11,8,R.F. TRANSPORTE S.A.,IGNITRUCKS S.A.,2020-11-19,2020-11-21,
,4015,11,R.F. TRANSPORTE S.A.,4117004,11,8,R.F. TRANSPORTE S.A.,WITRALEN S.A.,2020-11-19,2020-11-21,
,4015,11,R.F. TRANSPORTE S.A.,4117005,11,8,R.F. TRANSPORTE S.A.,NASCA ANDRES ANTONIO,2020-11-19,2020-11-20,
,4015,11,R.F. TRANSPORTE S.A.,4117006,11,8,R.F. TRANSPORTE S.A.,WITRALEN S.A.,2020-11-19,2020-11-21,
,4015,11,R.F. TRANSPORTE S.A.,4117007,11,8,R.F. TRANSPORTE S.A.,MANSILLA GUSTAVO ADOLFO,2020-11-19,2020-11-20,
,4015,11,R.F. TRANSPORTE S.A.,4117267,11,8,R.F. TRANSPORTE S.A.,IGNITRUCKS S.A.,2020-11-26,2020-11-27,
,4015,11,R.F. TRANSPORTE S.A.,4117273,11,8,R.F. TRANSPORTE S.A.,MIATELLO MARCELO GABRIEL,2020-11-26,2020-11-27,
,4015,11,R.F. TRANSPORTE S.A.,4117274,11,8,R.F. TRANSPORTE S.A.,MANSILLA GUSTAVO ADOLFO,2020-11-26,2020-11-27,
,4015,11,R.F. TRANSPORTE S.A.,4117275,11,8,R.F. TRANSPORTE S.A.,NASCA ANDRES ANTONIO,2020-11-26,2020-11-30,
,4015,11,R.F. TRANSPORTE S.A.,4117279,11,8,R.F. TRANSPORTE S.A.,NASCA ANDRES ANTONIO,2020-11-26,2020-11-30,
,4015,11,R.F. TRANSPORTE S.A.,4117280,11,8,R.F. TRANSPORTE S.A.,WITRALEN S.A.,2020-11-26,2020-11-27,
,4015,11,R.F. TRANSPORTE S.A.,4117282,11,8,R.F. TRANSPORTE S.A.,NASCA ANDRES ANTONIO,2020-11-26,2020-11-30,
,4015,11,R.F. TRANSPORTE S.A.,4117283,11,8,R.F. TRANSPORTE S.A.,IGNITRUCKS S.A.,2020-11-26,2020-11-27,
,4015,11,R.F. TRANSPORTE S.A.,4117285,11,8,R.F. TRANSPORTE S.A.,MANSILLA GUSTAVO ADOLFO,2020-11-26,2020-11-27,
,4015,11,R.F. TRANSPORTE S.A.,4117286,11,8,R.F. TRANSPORTE S.A.,MIATELLO MARCELO GABRIEL,2020-11-26,2020-11-27,
,4015,11,R.F. TRANSPORTE S.A.,4117287,11,8,R.F. TRANSPORTE S.A.,WITRALEN S.A.,2020-11-26,2020-11-27,
,4015,11,R.F. TRANSPORTE S.A.,4117457,11,8,R.F. TRANSPORTE S.A.,MIATELLO MARCELO GABRIEL,2020-11-28,2020-12-02,
,4015,11,R.F. TRANSPORTE S.A.,4117459,11,8,R.F. TRANSPORTE S.A.,NASCA ANDRES ANTONIO,2020-11-28,2020-11-30,
,4015,11,R.F. TRANSPORTE S.A.,4117464,11,8,R.F. TRANSPORTE S.A.,NASCA ANDRES ANTONIO,2020-11-28,2020-11-30,
,4015,11,R.F. TRANSPORTE S.A.,4117632,11,8,R.F. TRANSPORTE S.A.,NASCA ANDRES ANTONIO,2020-12-03,2020-12-04,
,4015,11,R.F. TRANSPORTE S.A.,4117633,11,8,R.F. TRANSPORTE S.A.,WITRALEN S.A.,2020-12-03,2020-12-04,
,4015,11,R.F. TRANSPORTE S.A.,4117635,11,8,R.F. TRANSPORTE S.A.,IGNITRUCKS S.A.,2020-12-03,2020-12-04,
,4015,11,R.F. TRANSPORTE S.A.,4117636,11,8,R.F. TRANSPORTE S.A.,MANSILLA GUSTAVO ADOLFO,2020-12-03,2020-12-04,
,4015,11,R.F. TRANSPORTE S.A.,4117638,11,8,R.F. TRANSPORTE S.A.,NASCA ANDRES ANTONIO,2020-12-03,2020-12-04,
,4015,11,R.F. TRANSPORTE S.A.,4117640,11,8,R.F. TRANSPORTE S.A.,WITRALEN S.A.,2020-12-03,2020-12-04,
,4015,11,R.F. TRANSPORTE S.A.,4117641,11,8,R.F. TRANSPORTE S.A.,IGNITRUCKS S.A.,2020-12-03,2020-12-04,
,4015,11,R.F. TRANSPORTE S.A.,4117646,11,8,R.F. TRANSPORTE S.A.,NASCA ANDRES ANTONIO,2020-12-03,2020-12-04,
,4015,11,R.F. TRANSPORTE S.A.,4117648,11,8,R.F. TRANSPORTE S.A.,MANSILLA GUSTAVO ADOLFO,2020-12-03,2020-12-04,
,4015,11,R.F. TRANSPORTE S.A.,4117650,11,8,R.F. TRANSPORTE S.A.,WITRALEN S.A.,2020-12-03,2020-12-04,
,4015,11,R.F. TRANSPORTE S.A.,4117651,11,8,R.F. TRANSPORTE S.A.,WITRALEN S.A.,2020-12-03,2020-12-04,
,4015,11,R.F. TRANSPORTE S.A.,4117664,11,8,R.F. TRANSPORTE S.A.,NASCA ANDRES ANTONIO,2020-12-03,2020-12-04,
,4015,11,R.F. TRANSPORTE S.A.,4117665,11,8,R.F. TRANSPORTE S.A.,IGNITRUCKS S.A.,2020-12-03,2020-12-04,
,4015,11,R.F. TRANSPORTE S.A.,4117771,11,8,R.F. TRANSPORTE S.A.,WITRALEN S.A.,2020-12-05,2020-12-10,
,4015,11,R.F. TRANSPORTE S.A.,4117772,11,8,R.F. TRANSPORTE S.A.,NASCA ANDRES ANTONIO,2020-12-05,2020-12-09,
,4015,11,R.F. TRANSPORTE S.A.,4117774,11,8,R.F. TRANSPORTE S.A.,MIATELLO MARCELO GABRIEL,2020-12-05,2020-12-10,
,4015,11,R.F. TRANSPORTE S.A.,4117776,11,8,R.F. TRANSPORTE S.A.,MANSILLA GUSTAVO ADOLFO,2020-12-05,2020-12-10,
,4015,11,R.F. TRANSPORTE S.A.,4117778,11,8,R.F. TRANSPORTE S.A.,IGNITRUCKS S.A.,2020-12-05,2020-12-10,
,4015,11,R.F. TRANSPORTE S.A.,4117791,11,8,R.F. TRANSPORTE S.A.,MIATELLO MARCELO GABRIEL,2020-12-05,2020-12-10,
,4015,11,R.F. TRANSPORTE S.A.,4117793,11,8,R.F. TRANSPORTE S.A.,WITRALEN S.A.,2020-12-05,2020-12-10,
,4015,11,R.F. TRANSPORTE S.A.,4117794,11,8,R.F. TRANSPORTE S.A.,NASCA ANDRES ANTONIO,2020-12-05,2020-12-09,
,4015,11,R.F. TRANSPORTE S.A.,4117795,11,8,R.F. TRANSPORTE S.A.,IGNITRUCKS S.A.,2020-12-05,2020-12-10,
,4015,11,R.F. TRANSPORTE S.A.,4118022,11,8,R.F. TRANSPORTE S.A.,PIZZOLON PIETRO S.A.,2020-12-12,2020-12-14,
,4033,11,DUMAR S.R.L.,4116791,11,8,DUMAR S.R.L.,CARTOCOR SA,2020-11-14,2020-11-17,
,4069,11,SIGMA S.A.,4116628,11,8,SIGMA S.A.,SIGMA S.A.,2020-11-11,2020-11-13,
,4069,11,SIGMA S.A.,4116629,11,8,SIGMA S.A.,SAN CRISTOBAL SOC.,2020-11-12,2020-11-17,
,4069,11,SIGMA S.A.,4116924,11,8,SIGMA S.A.,SIGMA S.A.,2020-11-17,2020-11-18,
,4069,11,SIGMA S.A.,4117416,11,8,SIGMA S.A.,SIGMA S.A.,2020-11-28,2020-11-30,
,4069,11,SIGMA S.A.,4117523,11,8,SIGMA S.A.,SIGMA S.A.,2020-12-01,2020-12-02,
,4069,11,SIGMA S.A.,4117837,11,8,SIGMA S.A.,SIGMA S.A.,2020-12-05,2020-12-09,
,4079,11,NUEVA ERA ROSARIO S.R.L.,4116977,11,8,NUEVA ERA ROSARIO S.R.L.,HOSP MILITAR REG MNZA CONT GRAL,2020-11-18,2020-11-19,
,4081,11,CRIVAL S.A.S -"GEOBIZ",4117574,11,8,CRIVAL S.A.S -"GEOBIZ",OSPAT,2020-12-03,2020-12-11,
,4081,11,CRIVAL S.A.S -"GEOBIZ",4117980,11,8,CRIVAL S.A.S -"GEOBIZ",AIR LIQUIDE ARGENTINA S.A.,2020-12-11,2020-12-14,
,4085,11,BRONWAY TECHNOLOGY S.A.,4116285,11,8,BRONWAY TECHNOLOGY S.A.,QUISTAPACE HECTOR DANIEL,2020-11-04,2020-11-10,
,4085,11,BRONWAY TECHNOLOGY S.A.,4116608,11,8,BRONWAY TECHNOLOGY S.A.,PERICAS SERGIO,2020-11-11,2020-11-13,
,4085,11,BRONWAY TECHNOLOGY S.A.,4116695,11,8,BRONWAY TECHNOLOGY S.A.,QUISTAPACE HECTOR DANIEL,2020-11-12,2020-11-17,
,4085,11,BRONWAY TECHNOLOGY S.A.,4117039,11,8,BRONWAY TECHNOLOGY S.A.,PERICAS SERGIO,2020-11-19,2020-11-20,
,4085,11,BRONWAY TECHNOLOGY S.A.,4117319,11,8,BRONWAY TECHNOLOGY S.A.,PERICAS SERGIO,2020-11-26,2020-11-27,
,4085,11,BRONWAY TECHNOLOGY S.A.,4117608,11,8,BRONWAY TECHNOLOGY S.A.,PERICAS SERGIO,2020-12-02,2020-12-04,
,4085,11,BRONWAY TECHNOLOGY S.A.,4117941,11,8,BRONWAY TECHNOLOGY S.A.,PERICAS SERGIO,2020-12-11,2020-12-14,
,4086,11,IZAR S.R.L.,4116912,11,8,IZAR S.R.L.,ELIANA AGUADO,2020-11-17,2020-11-21,
,4086,11,IZAR S.R.L.,4117815,11,8,IZAR S.R.L.,BECCARIA GUSTAVO OSCAR,2020-12-05,2020-12-10,
,42,8,ANGEL CABRERA S.A.-M42,648119,3,8,CUNILL LUIS,ANGEL CABRERA S.A.-M42,2020-11-12,2020-11-16,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1735969,1,8,LAS BLONDAS S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-03,2020-11-04,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1735974,1,8,LOGINTER SA,CARO CUORE-DEMIBELL SACIFI,2020-11-03,2020-11-04,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1736250,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-06,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1736251,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-06,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1736257,1,8,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-07,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1736263,1,8,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-06,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1736656,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-07,2020-11-09,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1736671,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-07,2020-11-09,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1736675,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-07,2020-11-09,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1736685,1,8,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-07,2020-11-09,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1736924,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-12,2020-11-13,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1736925,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-12,2020-11-13,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1736926,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-12,2020-11-13,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1736945,1,8,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-12,2020-11-13,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1736967,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-12,2020-11-13,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1736992,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-12,2020-11-13,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1737263,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-14,2020-11-16,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1737621,1,8,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-19,2020-11-20,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1737629,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-19,2020-11-20,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1737662,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-19,2020-11-20,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1737965,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-20,2020-11-21,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1737983,1,8,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-20,2020-11-21,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1737987,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-20,2020-11-21,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1737992,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-21,2020-11-24,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1738378,1,8,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-26,2020-11-27,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1738386,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-26,2020-11-27,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1738846,1,8,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-12-01,2020-12-02,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1738853,1,8,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-12-01,2020-12-02,
,421,8,DEMIBELL SA-PALM 421(CARO CUORE),1738869,1,8,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-12-01,2020-12-02,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),288707,6,8,CAROCUORE,CARO CUORE-DEMIBELL SACIFI,2020-11-09,2020-11-10,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1736248,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-06,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1736253,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-06,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1736258,1,8,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-06,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1736264,1,8,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-06,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1736665,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-07,2020-11-09,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1736706,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-07,2020-11-09,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1736914,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-12,2020-11-13,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1736917,1,8,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-12,2020-11-13,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1736974,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-12,2020-11-16,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1737262,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-14,2020-11-16,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1737290,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-14,2020-11-16,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1737620,1,8,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-19,2020-11-20,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1737627,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-19,2020-11-20,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1737650,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-19,2020-11-20,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1737653,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-19,2020-11-20,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1737656,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-19,2020-11-20,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1737981,1,8,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-20,2020-11-21,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1737986,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-20,2020-11-21,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1737993,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-21,2020-11-24,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1738375,1,8,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-26,2020-11-28,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1738855,1,8,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-12-01,2020-12-02,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1738856,1,8,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-12-01,2020-12-02,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1738865,1,8,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-12-01,2020-12-02,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1738867,1,8,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-12-01,2020-12-02,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),1738871,1,8,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-12-01,2020-12-02,
,422,8,DEMIBELL SA-SHOP 422(CARO CUORE),9213528,2,8,DEMIBELL,CARO CUORE-DEMIBELL SACIFI,2020-11-12,2020-11-13,
,425,8,DEMIBELL SA SF-M425 CARO CUORE,4116684,11,1,DEMIBELL SA SF-M425 CARO CUORE,CARO CUORE-DEMIBELL SACIFI,2020-11-11,2020-11-11,
,425,8,DEMIBELL SA SF-M425 CARO CUORE,4117178,11,1,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-20,2020-11-20,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1735963,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-03,2020-11-03,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1735964,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-03,2020-11-03,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736223,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736224,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736226,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736227,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736229,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736231,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736232,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736233,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736234,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736236,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736237,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736238,1,2,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736241,1,2,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736242,1,2,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736243,1,2,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736324,1,2,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-05,2020-11-05,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736649,1,2,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-09,2020-11-09,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736657,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-09,2020-11-09,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736659,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-09,2020-11-09,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736660,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-09,2020-11-09,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736670,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-09,2020-11-09,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736676,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-09,2020-11-09,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736679,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-09,2020-11-09,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736681,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-09,2020-11-09,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736682,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-09,2020-11-09,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736691,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-09,2020-11-09,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736692,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-09,2020-11-09,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736694,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-09,2020-11-09,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736698,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-09,2020-11-09,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736709,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-09,2020-11-09,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736902,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-12,2020-11-12,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736908,1,2,LOGINTER S.A. GATIC S.A.,CARO CUORE-DEMIBELL SACIFI,2020-11-12,2020-11-12,
,426,8,DEMIBELL SA CBA-M426 CARO CUORE,1736909,1,2,CARO CUORE-DEMIBELL SACIFI,CARO CUORE-DEMIBELL SACIFI,2020-11-12,2020-11-12,
